BETSY HODGES,MARK ANDREW,BOB FINE,MIKE GOULD,KURTIS W. HANNA,DON SAMUELS,CAM WINTON,NEAL BAXTER,JAMES EVERETT,JACKIE CHERRYHOMES,OLE SAVIOR,DAN COHEN,DOUG MANN,STEPHANIE WOODRUFF,MARK V ANDERSON,CHRISTOPHER ROBIN ZIMMERMAN,JAYMIE KELLY,ALICIA K. BENNETT,TONY LANE,BILL KAHN,EDMUND BERNARD BRUYERE,CHRISTOPHER CLARK,JOSHUA REA,CAPTAIN JACK SPARROW,JEFFREY ALAN WAGNER,GREGG A. IVERSON,"JAMES ""JIMMY"" L. STROUD, JR.",TROY BENJEGERDES,UWI,JOHN CHARLES WILSON,"BOB ""AGAIN"" CARNEY JR",JOHN LESLIE HARTWIG,MERRILL ANDERSON,"ABDUL M RAHAMAN ""THE ROCK""",CYD GORMAN,RAHN V. WORKCUFF
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,5,,,,,
,3,,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,
,5,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,
,,5,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,4,,
5,,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5,,,3,,,,,,,,,,4,,,,,,,,,,,,,
5,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
,,,,,5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,5,,,,
4,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
4,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,5,,,,,,,,,,,,,,,,3,,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,3,,,,,,,,,,,4,,,,,,,,,,,,,,
,3,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
,3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,
,3,,5,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
5,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
4,,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,
3,,4,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,
4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,5,,,,,,,,,,,,,,,4,,,,,,,,,,
4,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,4,,,
3,4,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,3,,,,4,,,,,,,,,,,,,
4,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,
5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,3,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,
5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,3,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,3,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,,,,,
3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,
4,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,4,,,,,,,,,,3,,,,,,,,,,
,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
,5,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
4,5,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,4,,,,,,,,,3,,,5,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,3,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,
,,4,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,5,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,
4,,5,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,
,5,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
4,5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,4,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
3,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
,4,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,3,
,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,,,,,,3,,,5,,,,,,,,,,,,,,,,,,,,,
3,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
5,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,5,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
5,3,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,4,,,,5,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,
,5,4,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,5,,,,4,,,,,,,,,,,,,,,,,,,
,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
